"TAZ","access_nearby_sov","access_transit","access_walk","N_sov","N_hov2","N_hov3","N_walkbike","N_t","N_auto_pay","W_sov","W_hov2","W_hov3","W_walkbike","W_t","W_auto_pay"
1,6.02486,0.00,0.00,88.528,41.5734,24.0806,0.00,0.00,0.263975,57.8164,18.8702,14.5955,18.2558,0.00,0.213622
2,6.32983,0.00,0.00,42.1877,32.8113,41.2514,0.00,0.00,0.569173,164.155,43.4568,23.9115,16.5562,0.00,0.185944
3,6.40952,0.00,0.00,121.452,54.2004,31.9408,0.00,0.00,0.348335,70.9512,22.0894,17.9048,17.2091,0.00,0.272803
4,7.08927,0.00,0.00,115.788,52.8996,31.4117,0.00,0.00,0.377176,79.3219,24.4587,19.2069,20.8917,0.00,0.320371
5,7.41351,0.00,0.00,103.54,44.648,27.0426,0.00,0.00,0.441414,56.7671,16.7536,13.6578,11.6493,0.00,0.237827
6,6.86689,0.00,0.00,107.009,70.6987,87.8282,0.00,0.00,1.0343,260.68,69.9823,40.5017,28.4441,0.00,0.366662
7,7.37901,0.00,0.00,194.852,72.6812,47.6215,0.00,0.00,0.231406,58.5983,17.6123,14.4253,12.4351,0.00,0.229478
8,6.42655,0.00,0.00,20.5795,10.6536,6.13082,0.00,0.00,0.163471,14.8103,4.9088,3.87167,4.58957,0.00,0.0559496
9,7.30383,0.00,0.00,183.813,69.5564,43.8873,0.00,0.00,0.310745,64.6552,19.388,16.5482,11.3835,0.00,0.251434
10,6.60187,0.00,0.00,65.4563,28.994,17.5837,0.00,0.00,0.342466,34.424,9.92489,8.61154,4.8234,0.00,0.133557
11,6.27696,0.00,0.00,24.6653,11.7039,6.91009,0.00,0.00,0.162825,15.6575,5.18201,4.03963,4.97516,0.00,0.061457
12,6.33289,0.00,0.00,59.5464,28.5971,16.8484,0.00,0.00,0.399284,35.907,12.0818,9.33102,12.1769,0.00,0.142052
13,6.21183,0.00,0.00,47.5174,23.1335,13.675,0.00,0.00,0.275132,28.5558,8.93335,7.65737,5.62945,0.00,0.113031
14,7.04215,0.00,0.00,344.459,152.373,80.0259,0.00,0.00,1.35936,291.511,81.3848,69.9093,38.2469,0.00,1.12706
15,6.92241,0.00,0.00,28.3032,12.1378,7.54385,0.00,0.00,0.135856,12.1822,3.53481,3.06905,1.74107,0.00,0.0474624
16,6.72907,0.00,0.00,29.2916,21.674,33.0965,0.00,0.00,0.420673,132.655,33.8759,18.1859,8.43164,0.00,0.13218
17,7.38824,0.00,0.00,297.709,120.685,73.5015,0.00,0.00,0.350352,151.542,41.9528,36.0044,19.3079,0.00,0.605221
18,7.25478,0.00,0.00,227.017,93.7541,59.8222,0.00,0.00,0.646104,97.2444,31.3959,26.112,23.7128,0.00,0.383808
19,7.41091,0.450948,0.00,204.916,114.517,56.6935,0.00,1.67113,0.803639,314.346,86.423,68.419,38.8465,6.74305,1.13395
20,5.58582,0.00,0.00,33.2429,18.025,9.97112,0.00,0.00,0.150848,22.7184,7.20703,5.8155,5.89521,0.00,0.0799101
21,5.33805,0.00,0.00,44.707,38.3096,24.4492,0.00,0.00,0.403926,100.179,27.3588,16.6261,12.7586,0.00,0.152802
22,4.94953,0.00,0.00,29.823,21.3683,10.6902,0.00,0.00,0.19673,20.7383,7.43383,5.6759,8.25339,0.00,0.0665204
23,5.36176,0.00,0.00,5.53479,4.01708,2.04361,0.00,0.00,0.0643757,6.10354,1.85345,1.60543,1.03955,0.00,0.0210654
24,5.42851,0.00,0.00,58.3489,33.7858,17.5339,0.00,0.00,0.280872,59.1354,17.3209,14.8687,9.32959,0.00,0.20621
25,4.77542,0.00,0.00,21.6602,18.4654,16.6421,0.00,0.00,0.265803,76.258,20.4642,10.795,9.74178,0.00,0.0764518
26,5.23469,0.00,0.00,71.0009,43.8213,21.4265,0.00,0.00,0.293335,62.0724,30.9872,15.3298,72.4,0.00,0.215094
27,4.6477,0.00,0.00,7.65061,6.58451,3.18252,0.00,0.00,0.0871123,9.72319,3.75919,2.55228,5.55221,0.00,0.0321594
28,5.03613,0.00,0.00,30.7638,23.8368,12.1032,0.00,0.00,0.282552,27.1279,17.1182,6.87926,48.2536,0.00,0.091245
29,5.0786,0.00,0.00,16.6138,10.4177,5.44792,0.00,0.00,0.205113,15.9687,6.16078,4.02024,9.56907,0.00,0.0545468
30,5.62989,0.00,0.00,44.272,24.6551,12.4715,0.00,0.00,0.25384,53.1647,15.4645,13.3975,7.77115,0.00,0.209843
31,4.98871,0.00,0.00,23.3088,14.9029,7.73037,0.00,0.00,0.183106,23.5345,7.19292,6.065,4.66151,0.00,0.0817653
32,7.124,0.00,0.00,130.055,168.166,93.2509,0.00,0.00,0.72514,56.3331,22.0983,19.5073,17.7146,0.00,0.219524
33,7.70657,0.00,0.00,287.827,135.856,88.1461,0.00,0.00,2.61176,42.5738,35.3257,11.7675,113.281,0.00,0.176012
34,7.53276,0.00,0.00,209.474,83.9042,56.6968,0.00,0.00,0.803345,19.7548,7.15699,6.10816,5.83999,0.00,0.0743687
35,7.91434,0.00,0.00,67.1587,35.2078,22.7597,0.00,0.00,0.860536,15.8079,7.51054,4.93743,13.1077,0.00,0.0609799
36,7.26451,0.00,0.00,48.855,31.6016,19.2742,0.00,0.00,1.16503,14.0212,5.51186,4.46196,5.80037,0.00,0.055626
37,7.29289,0.00,0.00,129.984,238.608,133.972,0.00,0.00,0.715271,18.4669,9.6784,7.54816,13.5668,0.00,0.0641536
38,7.03766,0.00,0.00,225.344,336.977,186.665,0.00,0.00,1.08866,100.336,30.7675,18.8134,19.018,0.00,0.14496
39,7.19052,0.00,0.00,157.567,212.304,117.412,0.00,0.00,0.783386,55.9087,19.4334,16.4369,15.4411,0.00,0.236621
40,7.03494,0.00,0.00,277.593,430.946,234.283,0.00,0.00,1.16811,30.2398,11.7397,9.87627,10.9229,0.00,0.116996
41,7.52262,0.00,0.00,517.882,201.843,138.391,0.00,0.00,0.731569,285.494,80.0808,57.0053,41.302,0.00,0.777968
42,6.84295,0.00,0.00,116.533,43.6841,28.2774,0.00,0.00,0.157995,33.3163,9.94595,8.69944,5.06556,0.00,0.132117
43,7.05969,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44,6.68147,0.00,0.00,17.6812,31.4734,17.4471,0.00,0.00,0.176102,6.51578,3.13538,2.61174,3.63224,0.00,0.0230858
45,6.10296,0.00,0.00,24.9074,27.7563,14.4065,0.00,0.00,0.116281,9.45822,3.84378,2.94793,4.73045,0.00,0.0365407
46,6.27274,0.00,0.00,23.5932,28.3213,14.9063,0.00,0.00,0.191323,15.7975,12.0654,10.1141,17.4977,0.00,0.0274596
47,6.50894,0.00,0.00,1.94203,3.67379,1.98892,0.00,0.00,0.138812,6.89734,6.16247,5.66552,7.69183,0.00,0.00382229
48,5.78643,0.00,0.00,4.21662,7.04512,3.49251,0.00,0.00,0.0601216,3.82822,1.86441,1.63333,1.90691,0.00,0.0119567
49,6.1292,0.00,0.00,14.6365,15.9047,8.45777,0.00,0.00,0.209178,20.0597,15.3562,13.8389,18.9766,0.00,0.028934
50,6.1756,0.00,0.00,20.978,32.8105,17.4503,0.00,0.00,0.223274,11.8389,6.86717,5.22518,10.5929,0.00,0.036934
51,5.53313,0.00,0.00,2.47111,3.53586,1.70852,0.00,0.00,0.0368004,3.01781,1.57805,1.38274,1.70154,0.00,0.00890485
52,5.68352,0.00,0.00,2.13277,3.69862,1.84641,0.00,0.00,0.0432478,3.82764,1.82491,1.63938,1.6949,0.00,0.0122957
53,5.94562,0.00,0.00,33.5372,39.4327,20.2869,0.00,0.00,0.204284,17.9063,7.81839,6.27773,9.2038,0.00,0.0661016
54,5.64948,0.00,0.00,5.4906,3.50415,1.86806,0.00,0.00,0.104454,7.57847,2.56226,2.14375,2.04027,0.00,0.0284793
55,5.97756,0.00,0.00,46.3065,84.7151,50.0569,0.00,0.00,0.22799,66.1457,19.9041,10.3083,12.6647,0.00,0.0378304
56,6.17068,0.00,0.00,43.6803,35.7614,50.9767,0.00,0.00,0.679591,155.534,39.1252,21.0969,8.54261,0.00,0.153157
57,7.4204,0.00,0.299263,173.688,89.2559,51.2618,131.274,0.00,1.34089,199.328,59.6575,47.778,45.5966,0.00,0.771307
58,6.00001,0.00,0.00,54.5281,26.7434,15.1735,0.00,0.00,0.329642,36.797,11.0776,9.13984,7.63412,0.00,0.132565
59,6.52219,0.00,0.00,48.9405,21.4662,12.9608,0.00,0.00,0.181835,29.1039,8.7036,7.00494,6.52787,0.00,0.107514
60,6.24118,0.00,0.00,43.877,18.408,11.0291,0.00,0.00,0.115583,24.378,7.6849,5.98305,6.96052,0.00,0.0886964
61,6.08079,0.00,0.00,2.24979,2.58533,1.33682,0.00,0.00,0.0641504,4.20997,1.7546,0.971605,3.4712,0.00,0.0156493
62,6.89082,0.00,0.00,75.1797,33.6667,20.4781,0.00,0.00,0.298418,71.9192,20.1256,17.4553,8.94928,0.00,0.280833
63,6.2252,0.00,0.00,55.6212,22.9798,13.3352,0.00,0.00,0.141596,56.3725,15.2011,13.2293,5.79399,0.00,0.222075
64,6.72574,0.00,0.00,109.937,41.1675,25.5229,0.00,0.00,0.150279,43.4367,12.1069,10.5178,5.26084,0.00,0.170445
65,7.76422,0.00,0.448894,168.244,93.516,50.217,110.585,0.00,0.935624,284.832,79.5869,67.4269,40.7083,0.00,1.16609
66,6.37225,0.00,0.00,33.4053,15.4232,9.34058,0.00,0.00,0.227073,23.9602,6.8083,5.91471,3.14438,0.00,0.0919468
67,6.23324,0.00,0.00,57.6697,25.7448,15.0689,0.00,0.00,0.278381,36.0654,13.5437,9.09591,19.9618,0.00,0.140389
68,6.35356,0.00,0.00,41.5503,18.0063,10.7776,0.00,0.00,0.135222,19.1611,6.47062,4.78313,7.27405,0.00,0.075946
69,6.97853,0.00,0.00,2.33499,2.26602,1.24012,0.00,0.00,0.0795034,4.16852,1.38223,1.10781,1.22505,0.00,0.0156219
70,7.51554,0.00,0.00,175.461,103.732,80.7046,0.00,0.00,1.44863,333.418,88.6561,65.9543,29.5942,0.00,0.903324
71,7.4296,0.00,0.181921,159.431,87.9189,79.4593,98.1343,0.00,1.0338,287.548,76.6662,51.8222,28.6836,0.00,0.625735
72,5.99437,0.00,0.00,28.6717,13.8836,8.03104,0.00,0.00,0.159558,18.9706,5.78559,4.68582,4.36338,0.00,0.0673808
73,5.45615,0.00,0.00,33.0578,19.6796,10.7449,0.00,0.00,0.338125,29.79,9.94444,7.46547,10.7054,0.00,0.10582
74,6.05741,0.00,0.00,26.1742,13.5497,7.88533,0.00,0.00,0.215195,16.9161,5.20328,4.31024,3.68349,0.00,0.0622768
75,5.6967,0.00,0.00,21.9902,11.7855,6.61118,0.00,0.00,0.229061,19.668,6.87303,5.32272,7.20153,0.00,0.0732881
76,6.29643,0.00,0.00,26.888,11.5889,7.11029,0.00,0.00,0.101812,14.039,3.96949,3.47403,1.71879,0.00,0.0540664
77,6.1623,0.00,0.00,27.5917,13.809,8.10821,0.00,0.00,0.215275,22.0726,7.02737,6.02011,4.59599,0.00,0.0858281
78,7.72847,3.22097,0.812631,94.5451,62.5356,48.0735,34.1626,2.48959,2.62094,86.0222,24.3776,13.7978,11.5139,3.86527,0.106347
79,8.11932,2.67114,1.26172,126.768,94.6403,51.3614,118.553,3.22334,0.588381,40.7924,15.5754,10.5884,22.7696,9.24209,0.204208
80,8.01007,1.85369,0.988125,53.3624,44.1203,25.2788,30.0614,0.967181,0.334966,25.2068,7.98311,6.53346,6.20288,2.3666,0.128271
81,8.91306,4.4758,0.00,195.726,170.301,104.016,0.00,5.1073,8.40854,146.871,52.4143,46.5993,35.6013,11.8707,0.686469
82,8.38018,1.38559,1.2073,83.1849,66.8851,40.8288,53.9883,1.89749,3.22339,32.4971,13.0969,9.57656,17.5661,5.22718,0.158512
83,9.97713,3.95877,0.889523,464.446,405.83,256.688,61.3639,8.84811,17.8799,264.458,80.9435,71.2802,42.2692,20.1971,1.35629
84,9.9781,3.66283,0.989936,349.291,273.284,174.713,73.9153,5.41043,11.3346,209.652,60.2358,52.4647,28.296,15.2923,1.1071
85,9.03178,3.26515,0.00,131.572,118.679,72.2519,0.00,2.85291,5.88804,93.89,32.0149,28.3876,20.3326,6.13686,0.454392
86,9.94414,6.31926,2.95057,76.5276,85.1861,49.8476,121.18,13.6554,0.916803,239.115,77.032,61.6919,66.0393,45.5071,1.3597
87,9.04654,3.54189,1.81805,82.7392,85.1355,48.3765,68.1088,8.83245,0.799851,64.6621,20.0444,16.5478,14.5278,8.60974,0.377468
88,9.03665,3.35622,1.41068,180.641,194.857,74.1202,63.0983,31.406,1.25934,198.902,55.556,48.54,23.3711,18.3895,1.17919
89,9.16849,3.72161,1.72115,68.7333,72.1802,35.6424,31.1506,11.2929,0.63417,66.7659,18.3854,15.9393,7.77769,6.98086,0.400018
90,8.98157,3.40381,1.70316,62.7625,62.1441,35.1223,49.8018,6.2256,0.492466,46.1815,13.7165,11.3832,8.97227,5.72401,0.272621
91,8.26676,2.77397,1.0618,84.6197,79.4898,48.0809,79.6434,4.7823,0.908447,64.0939,20.7633,17.3794,15.4061,6.59074,0.358199
92,8.48327,2.7875,1.33227,39.6698,48.2663,29.2395,36.4308,2.30364,0.5349,21.4044,7.69313,6.2787,7.18827,2.8886,0.116445
93,8.70788,2.95639,1.5012,123.494,152.296,103.105,50.8857,18.9365,2.28329,290.479,83.9498,61.0686,36.7091,17.2625,1.00134
94,8.82383,2.867,1.52332,93.5786,95.4307,54.1123,53.7301,8.39045,1.35955,89.1043,27.3826,23.2146,17.4819,8.77882,0.51115
95,8.75517,2.84107,1.71398,72.4082,63.4039,37.1734,55.3533,3.39231,0.620289,35.6827,11.5826,9.18423,10.3374,4.90922,0.206821
96,8.98877,3.45079,1.45948,24.8524,33.9938,19.6875,9.34706,1.97347,0.442507,23.4271,7.48831,6.55608,4.4537,2.30448,0.131067
97,8.90977,2.88037,1.8797,51.8473,58.8749,33.3948,29.2799,3.09055,0.838466,47.9762,14.9664,12.8441,9.31438,3.96109,0.272871
98,9.09506,3.11737,1.87533,84.0662,114.403,103.011,53.8132,4.0703,1.18368,190.021,48.1599,24.3979,11.7387,4.64148,0.216659
99,9.16884,2.91437,1.80693,69.0457,81.1743,46.8969,31.9741,5.97339,1.0573,118.434,32.6352,23.2302,12.3581,6.3059,0.414707
100,8.80551,2.72605,1.81973,88.4901,111.452,99.6069,62.503,4.45026,1.42837,184.592,47.8551,25.2612,14.996,6.56224,0.261643
101,8.91129,2.82972,1.94618,80.6525,92.0476,56.0959,104.364,4.86514,0.674888,40.3735,13.3771,9.90797,14.6438,7.13598,0.237074
102,8.71203,3.42253,1.50434,33.8586,41.882,25.015,24.6272,2.3539,0.484675,23.6308,8.41892,6.48742,9.07715,3.8806,0.131201
103,8.99078,3.63957,1.7676,49.3718,54.4683,29.7676,32.8855,6.63868,0.373636,36.3683,10.4984,8.92669,5.73375,4.21949,0.217033
104,8.74356,3.02051,1.10274,102.576,101.492,54.2981,53.9694,9.23342,1.50304,83.2609,23.8834,20.7137,11.4639,7.73287,0.489354
105,8.40095,1.95672,0.656247,45.9298,52.515,27.342,15.2243,3.67354,0.974026,57.1463,19.3664,17.1572,12.2104,3.78751,0.313968
106,8.95588,3.30955,1.7015,65.5915,71.5246,32.387,23.2302,12.4488,0.696701,80.689,23.2333,20.3611,10.5581,7.8596,0.481744
107,9.1516,3.74094,2.20777,22.962,33.3806,19.5266,13.5266,2.13796,0.372787,17.0499,6.03479,4.89508,5.63404,2.63773,0.0964342
108,9.14738,3.61701,2.06591,65.4478,68.7472,38.987,42.1677,6.38642,0.79101,43.6572,13.9633,11.455,10.9253,6.0453,0.257652
109,8.86899,3.90946,2.56674,63.002,80.2238,69.7833,52.1573,6.05141,0.887012,151.797,39.95,20.9483,16.5777,8.41276,0.258805
110,9.50949,4.30369,2.85256,35.9664,41.3772,22.3715,12.9503,6.2392,0.485274,45.1776,13.3676,11.7179,6.56253,5.35507,0.270159
111,8.69237,3.35969,1.71129,29.6715,38.6642,22.5493,16.0627,1.86205,0.412002,15.3105,5.67183,4.77445,4.98555,1.84801,0.0812521
112,9,4.00126,2.33067,41.832,50.1378,34.9633,26.4428,5.59348,0.566531,110.654,28.7534,15.4755,9.67081,5.30474,0.18578
113,8.89951,3.91515,2.39158,37.712,41.0435,23.6476,27.234,4.28948,0.37828,26.5651,8.7366,6.73856,8.57724,4.78528,0.158363
114,8.95994,3.6992,2.56769,36.4384,39.4247,23.4309,29.0581,2.23221,0.388216,16.524,6.82073,4.707,10.2324,4.33547,0.0943203
115,8.99831,3.80265,1.89777,23.9139,29.6173,17.0485,14.9355,2.04962,0.209789,13.8529,4.09595,3.4517,2.47152,1.54724,0.0813051
116,9.45742,3.92157,2.27024,349.767,376.02,136.486,98.5071,87.4124,2.4546,439.455,122.14,106.456,51.3856,45.6711,2.61467
117,9.27772,4.1081,2.38956,72.7617,74.8508,42.819,46.1785,7.59498,0.855988,61.2969,19.5254,16.4791,13.6103,7.95627,0.349174
118,9.1184,3.31243,2.04847,110.882,111.197,54.4266,68.7612,14.1948,0.908803,146.004,40.8502,34.8932,19.9869,13.5264,0.85587
119,9.42941,4.13632,2.79151,118.98,124.629,80.6008,89.9466,15.9249,1.09013,204.356,56.071,35.7831,28.4591,17.2246,0.65104
120,9.42283,4.10931,3.12814,59.0366,55.3016,33.8757,58.3047,3.01115,0.803322,57.3859,19.7677,15.0071,21.3427,10.6932,0.338402
121,9.0395,3.86995,2.2757,45.4833,46.7713,27.6459,28.7989,3.02731,0.378361,19.8927,6.66693,5.1774,6.55338,3.2941,0.115354
122,9.01625,4.29465,2.3293,71.1,67.8276,37.5754,43.9896,10.0055,0.530395,58.8112,17.7153,14.6945,11.9075,8.11743,0.345854
123,8.83285,3.32288,2.29003,28.4222,35.9151,21.1681,16.6716,1.69277,0.312882,10.7159,3.56403,2.71634,3.64729,1.80155,0.0632682
124,8.96305,3.85119,2.49306,63.5438,55.8904,33.3275,44.3896,3.95655,0.471967,29.9642,10.247,7.85073,10.6774,5.28371,0.174448
125,9.12237,4.49911,2.68728,81.0383,83.8985,48.9052,43.3037,9.47158,1.2021,54.1846,16.4804,13.6886,11.237,7.77775,0.320349
126,8.90681,3.91648,2.71362,24.042,36.1369,20.9275,17.409,2.1149,0.400173,12.783,5.85859,4.45646,7.95714,2.86647,0.0650906
127,9.19682,4.42747,2.93598,98.3317,110.952,88.6938,77.262,7.10647,1.16551,163.276,44.5428,24.2397,20.6314,10.0607,0.278559
128,8.93161,3.03967,1.01158,58.8265,62.9019,35.7877,24.685,2.09897,0.682656,33.3877,10.5514,9.04666,6.77059,2.63288,0.179957
129,8.96352,2.77287,1.36639,87.3139,88.4197,44.1665,34.5607,8.97224,0.938838,96.4086,26.5891,23.0602,11.2803,8.07676,0.552288
130,8.95117,3.28623,1.74673,70.8612,66.4631,34.8927,32.702,5.33954,0.722622,61.4924,18.2917,15.395,11.2672,6.14281,0.351853
131,9.13982,3.90261,2.06099,66.9957,72.8887,41.9194,34.2276,5.57432,0.933595,49.2839,15.6016,12.9993,11.3248,6.45179,0.27668
132,9.14511,3.63693,2.09487,77.0088,82.9026,44.7096,33.288,9.42131,1.05629,88.1465,25.9448,22.4502,13.5461,8.88318,0.505914
133,9.00402,3.79091,1.76238,20.9519,34.7124,19.3939,9.85014,1.49391,0.268238,8.21686,2.85682,2.21945,2.93591,1.30213,0.0454277
134,9.09434,3.64644,2.35771,49.283,58.4629,34.2614,24.9651,2.92903,0.904504,55.7462,20.2999,16.9266,18.0249,7.43067,0.29992
135,8.91826,3.76834,2.13838,35.4045,40.766,23.9224,24.5613,1.78586,0.363467,14.708,5.72532,4.05219,7.91833,3.29746,0.0820885
136,8.96297,2.94924,0.585127,40.3669,47.05,26.7401,15.4869,1.47971,0.499786,26.4985,8.49901,7.43678,5.10574,1.76477,0.140026
137,9.77448,4.69322,1.22276,205.6,215.676,89.8742,56.288,41.7147,1.52782,161.472,47.9703,42.1359,23.5215,15.1547,0.880461
138,9.18658,4.01544,1.32841,30.4504,32.3176,16.1847,10.3879,3.58085,0.343204,31.257,10.8294,9.6102,7.05177,2.7878,0.159945
139,9.07956,4.1003,2.15254,42.6303,48.911,28.1554,22.4043,2.25931,0.494811,24.5123,8.54444,7.07273,7.34105,3.07669,0.132996
140,9.21041,4.17249,2.59603,42.8282,43.2439,24.8288,23.2977,3.35404,0.35423,26.8524,8.62096,6.88363,7.41436,4.06254,0.156813
141,9.47483,5.41888,2.83271,59.4949,66.4414,39.1778,33.9109,6.75876,1.3721,161.258,48.4003,41.9955,26.154,20.4904,0.940143
142,9.91233,5.22127,3.06785,96.5385,91.7321,54.9413,93.3051,7.71676,1.62945,237.272,71.9004,58.5699,52.714,36.4304,1.41837
143,9.83768,5.66318,3.20628,32.9842,39.3527,23.634,20.4578,8.52126,0.556756,206.979,58.1201,50.5488,25.6767,26.9896,1.24826
144,9.6297,4.80564,1.56885,317.285,330.501,114.923,81.3185,88.8042,1.42453,263.446,74.0762,64.8133,31.554,26.0665,1.47727
145,9.39836,5.54157,2.70624,85.6113,82.0888,42.9228,55.5452,14.2932,0.671797,63.0938,19.9537,16.6632,14.3373,9.46992,0.361046
146,9.30721,4.90735,2.40771,35.6027,44.1061,25.0258,13.986,3.63742,0.579226,28.0836,10.2261,9.02806,7.3886,3.08158,0.144813
147,8.85892,4.62003,2.48735,23.3254,31.1382,17.6233,16.229,1.66209,0.263503,9.35208,3.31184,2.47026,3.81959,1.83239,0.0531765
148,9.04383,4.21352,2.65362,59.3802,84.4603,74.8616,35.7918,3.54521,0.97933,138.371,36.3872,18.6254,12.5164,5.04411,0.161505
149,9.2267,4.33983,2.11346,71.854,72.9174,32.6885,29.763,15.5762,0.504289,89.1484,25.865,22.5355,12.4702,9.47053,0.506979
150,9.32163,4.36926,2.82621,58.6855,64.7464,34.3622,30.1584,7.96448,0.628621,62.2359,18.6984,15.7889,11.5978,7.69618,0.368666
151,9.69872,5.18901,3.0334,80.6058,83.3575,37.4303,31.6074,21.7463,0.568336,100.796,29.3647,25.5705,14.3751,12.0139,0.596879
152,10.0062,5.18984,3.19078,69.7487,80.8338,48.4358,60.7791,7.24889,1.34887,296.181,88.3859,74.477,54.5938,40.5681,1.77044
153,9.04243,4.4924,2.32286,17.575,26.3584,14.7267,9.55039,1.4729,0.193745,6.56901,2.25678,1.73041,2.36505,1.18331,0.0371336
154,9.80474,5.53603,3.16572,29.2746,38.6354,22.9432,12.568,4.89839,0.580202,59.1987,17.7938,15.644,8.95447,7.21675,0.345966
155,9.70728,5.83893,3.01465,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,9.57068,6.01424,2.73497,52.3523,63.6269,34.2931,18.7816,12.2663,0.666214,46.1421,15.123,13.3772,8.99944,6.35293,0.25307
157,9.41321,5.34378,2.66628,25.3711,39.9873,23.038,19.8798,2.74596,0.455505,31.1214,11.4639,9.25029,11.382,5.40639,0.170263
158,9.14412,5.54246,2.70645,46.6995,56.8144,33.3245,88.5426,7.27217,1.03062,74.4664,32.1835,22.0086,50.5746,22.4152,0.405222
159,9.34644,5.12688,2.53373,10.0068,17.2256,9.88199,5.83402,1.02865,0.166476,9.78169,3.43022,2.82789,3.014,1.49685,0.0541439
160,9.659,5.65972,3.21268,32.8884,44.4674,26.2364,12.7818,5.1888,0.753711,61.2458,19.4697,17.1881,10.9667,7.18303,0.349144
161,9.00201,4.49477,2.59976,84.8506,78.9923,43.3516,48.6638,9.64041,0.874638,49.7928,15.3532,13.2155,9.19781,6.47469,0.288068
162,9.30514,5.61935,3.03803,35.3011,45.1782,26.6121,14.4776,6.11651,0.965313,120.829,40.2574,35.6382,24.6597,14.8984,0.673004
163,9.04837,4.43029,2.61573,70.5896,78.9062,42.5359,57.5662,11.4813,0.67027,54.0237,17.5329,15.0121,11.905,7.23513,0.308564
164,8.92277,4.07277,2.16258,77.424,89.8281,52.432,80.4854,9.48077,0.789111,46.5908,15.828,12.9255,13.7348,7.51,0.264648
165,8.97448,2.93291,1.89091,409.827,364.76,157.154,266.712,101.615,1.39351,267.007,76.3237,59.8124,42.237,25.0471,1.3169
166,8.8042,3.41758,2.09744,128.116,134.929,87.9533,89.5747,18.1374,1.62085,164.047,43.6982,27.8315,17.3066,11.1875,0.485908
167,8.93662,3.54573,1.6598,57.7111,66.6255,34.7569,30.5962,11.9769,0.42094,32.283,9.9802,8.35714,6.78842,4.25746,0.182134
168,8.70476,2.61014,1.21284,57.4525,62.2202,35.3353,33.776,2.76927,0.350895,17.6242,5.97007,4.74754,5.57239,2.31542,0.0955889
169,9.01354,3.361,1.80135,71.5348,101.439,79.2851,48.739,4.62112,0.809053,121.121,31.3387,16.2746,9.38825,4.01615,0.152759
170,8.6779,3.37721,0.637262,92.0219,102.316,41.5175,27.5828,16.1492,0.769084,93.1311,26.6003,23.312,11.7894,7.35662,0.514327
171,8.83762,5.93437,2.63051,18.8195,25.7503,14.8162,7.65441,3.78519,0.486274,46.171,16.6098,14.7738,11.4073,6.10608,0.241076
172,8.86929,5.01016,2.44564,7.2023,11.8173,6.72606,3.23678,0.755017,0.112623,7.22856,2.39639,2.08118,1.58974,0.963067,0.0400026
173,8.83215,4.24744,2.61452,2.07441,3.87449,2.17497,0.762197,0.18169,0.0206489,1.51359,0.401701,0.349317,0.144484,0.146724,0.00904747
174,8.92262,4.60225,2.33003,58.5004,62.3772,36.4587,39.897,3.6391,0.505729,25.0571,9.24168,7.1913,10.0862,4.7558,0.138317
175,8.99087,3.71207,1.97433,189.92,191.308,93.8173,156.493,51.6533,1.17711,140.409,43.3521,35.925,30.7346,18.9618,0.81424
176,9.05311,5.15704,2.68449,14.2138,17.1917,10.1386,9.73099,3.20968,0.185066,32.4125,9.42206,8.14709,4.77953,4.27868,0.191127
177,9.60741,5.37258,3.2013,37.8921,46.3347,27.7062,17.7635,6.98483,0.888635,167.063,49.5337,43.4942,24.2078,22.4561,0.993008
178,9.60979,5.3173,3.2539,19.2491,22.1733,13.3885,11.1743,5.37074,0.335112,55.4895,17.0625,15.0266,9.0093,8.00922,0.324335
179,9.70125,5.08799,3.1288,44.0947,57.8284,34.4326,18.8731,7.63538,1.15803,91.921,28.8717,25.411,16.0859,13.0407,0.532428
180,9.4806,4.55677,2.6112,77.3696,88.8403,60.6996,44.2568,9.43931,0.754791,131.401,34.8615,19.967,11.2783,6.40648,0.238513
181,9.08959,4.92314,2.7971,34.1599,37.7611,22.2839,29.7664,5.39073,0.627002,50.3588,15.6568,13.4564,9.61394,7.48872,0.293064
182,9.2344,4.64512,2.68894,63.8461,91.9155,73.8407,38.1656,7.83122,0.884703,141.088,36.2093,19.3186,8.65429,5.05787,0.18804
183,9.28689,4.92893,2.83843,30.8557,36.055,21.1961,38.8977,3.56345,0.410854,29.562,10.1703,8.07834,9.75648,5.68861,0.170811
184,9.47352,5.08913,3.01239,21.9669,27.1938,16.2176,11.4451,4.40905,0.466412,60.3907,19.7255,17.414,11.7727,8.42968,0.34241
185,9.11988,4.69454,2.73332,52.375,79.2975,67.5348,23.4596,5.26582,0.832089,129.97,32.4086,16.8256,5.23701,3.40951,0.15427
186,8.55348,3.00112,1.58762,54.1458,51.0896,30.1551,37.1292,2.3214,0.525495,18.6699,6.70011,4.921,8.04224,3.51571,0.107432
187,9.20814,4.04475,2.04787,93.1327,94.8374,33.8603,27.2919,30.9831,0.391734,89.472,24.5818,21.4453,9.86435,9.93093,0.541663
188,8.83604,3.9446,2.29009,41.7298,62.4157,49.5458,22.2448,3.48793,0.623329,110.84,28.0373,14.3094,6.09015,3.00698,0.124225
